"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"EIC","2022-05-05","511","512","494","500","-4.03","8992"
"EIC","2022-05-04","529","530","505","521","-1.68","5832"
"EIC","2022-05-02","540","540","525","529.9","-2.05","6419"
"EIC","2022-04-28","551.8","555","525.3","541","-0.73","6891"
"EIC","2022-04-27","544","549.8","533.3","545","0.18","2199"
"EIC","2022-04-26","538","544","530","544","-0.18","2412"
"EIC","2022-04-25","550","560","536","545","0.12","8530"
"EIC","2022-04-24","550","577","545","577","5.29","26060"
"EIC","2022-04-21","547","560","530.1","548","-1.79","7149"
"EIC","2022-04-20","562","562","535.2","558","1.27","15585"
"EIC","2022-04-19","560","568","550","551","-2.11","10778"
"EIC","2022-04-18","577","581","555","562.9","-2.56","12205"
"EIC","2022-04-17","585","586","573","577.7","-2.66","6510"
"EIC","2022-04-13","585","593.5","573.3","593.5","1.45","10581"
"EIC","2022-04-12","608.9","608.9","580","585","-2.01","7076"
"EIC","2022-04-11","612","623","591","597","-2.32","12781"
"EIC","2022-04-07","609.9","614","597","611.2","2.04","13831"
"EIC","2022-04-06","590","607","584.3","599","0.50","8271"
"EIC","2022-04-05","602.3","602.3","585","596","-2.45","37085"
"EIC","2022-04-04","617.7","627","611","611","-1.97","15427"
"EIC","2022-04-03","640","640","623","623.3","-2.61","11815"
"EIC","2022-03-31","645","645","622","640","-0.62","143759"
"EIC","2022-03-30","635","647.7","617.5","644","0.78","49397"
"EIC","2022-03-29","650","650","636.1","639","-1.54","9096"
"EIC","2022-03-28","670","670","643","649","-2.39","57313"
"EIC","2022-03-27","672","699.1","654","664.9","0.90","244345"
"EIC","2022-03-24","646.9","660","633.2","659","2.33","78605"
"EIC","2022-03-23","639","650","636.2","644","-0.31","80405"
"EIC","2022-03-22","658","658","630","646","-0.15","35659"
"EIC","2022-03-21","626.1","648","622.7","647","3.35","17298"
"EIC","2022-03-20","655.9","657","626","626","-3.25","8831"
"EIC","2022-03-16","640","652","636","647","0.94","23021"
"EIC","2022-03-15","633","641","605","641","1.26","84386"
"EIC","2022-03-14","640","643","620","633","0.16","9764"
"EIC","2022-03-13","596.9","632","596.9","632","8.00","118577"
"EIC","2022-03-10","582.4","591","564","585.2","2.49","7350"
"EIC","2022-03-09","585","585","570","571","-3.38","5307"
"EIC","2022-03-07","600.6","610","591","591","0.17","3216"
"EIC","2022-03-06","606","606","590","590","-1.14","2590"
"EIC","2022-03-02","603","604","588","596.8","-2.88","9456"
"EIC","2022-02-28","632","632","610","614.5","-2.74","2950"
"EIC","2022-02-27","630","645","624","631.8","-0.19","3952"
"EIC","2022-02-24","645","645","628","633","-2.76","9219"
"EIC","2022-02-23","660","680","649","651","-2.84","7631"
"EIC","2022-02-22","670","680","655","670","0.00","27730"
"EIC","2022-02-21","665","670","657","670","1.98","23972"
"EIC","2022-02-20","665","669.9","652","657","-3.10","12832"
"EIC","2022-02-17","699","699","674","678","-1.31","5654"
"EIC","2022-02-16","682","704","682","687","-1.15","5230"
"EIC","2022-02-15","675","695","667","695","2.54","8135"
"EIC","2022-02-14","668","683","665","677.8","1.16","5900"
"EIC","2022-02-13","707","707","663","670","-5.23","22114"
"EIC","2022-02-10","720","720","707","707","-1.53","4126"
"EIC","2022-02-09","720","720","710.1","718","-0.28","4191"
"EIC","2022-02-08","741.5","756","708","720","0.00","14469"
"EIC","2022-02-07","701","728","701","727","1.96","6662"
"EIC","2022-02-06","725","725","712","713","-3.39","5270"
"EIC","2022-02-03","740","754.8","730.5","738","0.48","22447"
"EIC","2022-02-01","720","735","720","734.5","0.69","7063"
"EIC","2022-01-31","738","738","721","729.5","-1.15","10001"
"EIC","2022-01-30","724","752","723","738","3.94","18755"
"EIC","2022-01-27","720","729","709","710","0.00","4224"
"EIC","2022-01-26","715.1","720","704","710","-1.42","13814"
"EIC","2022-01-25","713","739","712","720.2","0.17","11920"
"EIC","2022-01-24","738","741","709.6","719","-4.52","27796"
"EIC","2022-01-23","764.9","770","751","753","0.40","22869"
"EIC","2022-01-20","727","758","727","750","1.76","33063"
"EIC","2022-01-19","740","764.9","736","737","-2.38","19306"
"EIC","2022-01-18","775","775","751","755","-2.33","18497"
"EIC","2022-01-17","755","776.9","750","773","1.18","31966"
"EIC","2022-01-16","735","779","735","764","3.95","39461"
"EIC","2022-01-13","733","750","711.1","735","2.10","31797"
"EIC","2022-01-12","754","754","714","719.9","-3.76","28453"
"EIC","2022-01-11","720","763","710","748","4.54","40844"
"EIC","2022-01-10","712","720","700","715.5","1.92","34522"
"EIC","2022-01-09","689.5","702","679","702","3.85","24924"
"EIC","2022-01-06","660","676","650.1","676","2.42","4180"
"EIC","2022-01-05","667.1","678","655","660","-1.05","11100"
"EIC","2022-01-04","665","683","660","667","0.91","5801"
"EIC","2022-01-03","665","685","660","661","-0.50","12599"
"EIC","2022-01-02","637","680.9","637","664.3","2.99","7054"
"EIC","2021-12-29","628","649.8","628","645","0.78","6351"
"EIC","2021-12-28","625.5","647","622.4","640","0.79","5747"
"EIC","2021-12-27","690","700","635","635","-6.13","18518"
"EIC","2021-12-26","620","676.5","620","676.5","10.00","23557"
"EIC","2021-12-23","590","622.9","590","615","2.50","8679"
"EIC","2021-12-22","575","602.8","575","600","4.53","7175"
"EIC","2021-12-21","545","580","544.1","574","4.74","2216"
"EIC","2021-12-20","550","560.7","547","548","-2.32","4201"
"EIC","2021-12-16","565","588","560","561","-1.75","3230"
"EIC","2021-12-15","570","623.7","566","571","0.71","11740"
"EIC","2021-12-14","536.5","567","530","567","7.79","6821"
"EIC","2021-12-13","553","553","526","526","-6.74","8720"
"EIC","2021-12-12","587","587","564","564","-5.21","10468"
"EIC","2021-12-09","600","600","591.1","595","-0.83","4958"
"EIC","2021-12-08","618","618","600","600","-2.91","3526"
"EIC","2021-12-07","638","644","618","618","-1.44","5629"
"EIC","2021-12-06","625.1","635","593","627","0.32","8452"
"EIC","2021-12-05","659.9","673","620.4","625","-3.40","5917"
"EIC","2021-12-02","667","667","647","647","-4.57","7740"
"EIC","2021-12-01","676.1","690","669","678","0.30","2613"
"EIC","2021-11-30","675","712","651","676","0.15","6577"
"EIC","2021-11-29","661","687","661","675","0.15","7939"
"EIC","2021-11-28","685","689","673","674","-3.22","10008"
"EIC","2021-11-25","700","701","696.2","696.4","-0.94","5379"
"EIC","2021-11-24","692","707","692","703","-0.28","8719"
"EIC","2021-11-23","711","719","705","705","-2.35","5708"
"EIC","2021-11-22","710","744","710","722","2.41","30300"
"EIC","2021-11-21","703.7","717.8","700.1","705","-1.81","5476"
